,artist_name,pop_artist,tot_followers,track_name,avail_mark,rel_date,pop_track,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,hit,featuring,search,rel_month,rel_day,week_day_out
10055,Alessia Cara,80,9156649,Wild Things,3,2015-11-13,61,0.02,0.741,188493,0.626,0.0,0.0828,-4.826,0.0886,108.029,4,0.706,0,0,Alessia Cara Wild Things,11,13,4
10056,Armin van Buuren,79,3891275,For The First Time (Mix Cut) - Original Mix,2,2015-12-18,4,0.00975,0.492,85973,0.943,0.0595,0.571,-6.602,0.0457,134.027,4,0.474,0,0,Armin van Buuren For The First Time (Mix Cut) - Original Mix,12,18,4
10057,Lin-Manuel Miranda,79,446634,That Would Be Enough,178,2015-09-25,63,0.819,0.499,178446,0.2,0.0,0.115,-10.276,0.0355,137.367,4,0.185,0,0,Lin-Manuel Miranda That Would Be Enough,9,25,4
10058,Armin van Buuren,79,3891275,Hide Your Heart (Mix Cut) - Club Mix,2,2015-12-18,4,0.000156,0.522,58187,0.979,0.814,0.312,-4.506,0.0654,131.998,4,0.686,0,0,Armin van Buuren Hide Your Heart (Mix Cut) - Club Mix,12,18,4
10059,Cody Jinks,71,548547,Mamma Song,178,2015-01-12,60,0.000432,0.567,259457,0.72,0.000609,0.101,-6.859,0.0441,119.921,4,0.679,0,0,Cody Jinks Mamma Song,1,12,0
10060,Armin van Buuren,79,3891275,Panta Rhei (Mix Cut) - Original Mix,2,2015-12-18,4,0.0,0.528,44307,0.804,0.887,0.374,-8.436,0.0847,129.966,4,0.55,0,0,Armin van Buuren Panta Rhei (Mix Cut) - Original Mix,12,18,4
10061,Ruth B.,76,1115140,Superficial Love,178,2015-11-27,67,0.928,0.477,207973,0.242,0.0,0.0818,-9.162,0.0529,43.509,4,0.488,0,0,Ruth B. Superficial Love,11,27,4
10062,Armin van Buuren,79,3891275,Going Home (Mix Cut) - Gareth Emery Remix,2,2015-12-18,4,0.00055,0.482,76080,0.877,0.00131,0.831,-8.387,0.041,127.949,4,0.203,0,0,Armin van Buuren Going Home (Mix Cut) - Gareth Emery Remix,12,18,4
10064,Armin van Buuren,79,3891275,The Force of The Blow (Mix Cut) - Original Mix,2,2015-12-18,4,0.00367,0.545,37493,0.875,0.541,0.152,-7.849,0.031,128.044,4,0.96,0,0,Armin van Buuren The Force of The Blow (Mix Cut) - Original Mix,12,18,4
10065,Duke Dumont,72,632113,Ocean Drive,177,2015-07-31,72,0.00637,0.686,206320,0.718,0.000703,0.119,-5.054,0.0431,115.026,4,0.557,0,0,Duke Dumont Ocean Drive,7,31,4
10066,Armin van Buuren,79,3891275,Omen (Mix Cut) - Original Mix,2,2015-12-18,3,2.53e-05,0.457,57307,0.94,0.926,0.339,-6.212,0.0472,133.989,4,0.424,0,0,Armin van Buuren Omen (Mix Cut) - Original Mix,12,18,4
10067,Drake,98,56206656,10 Bands,178,2015-02-12,63,0.265,0.825,177733,0.756,2.15e-06,0.0762,-3.687,0.383,172.938,4,0.888,0,0,Drake 10 Bands,2,12,3
10068,Armin van Buuren,79,3891275,Alive Again (Mix Cut) - Extended Mix,2,2015-12-18,4,0.000684,0.546,87267,0.935,0.000384,0.324,-5.567,0.191,132.021,4,0.797,0,0,Armin van Buuren Alive Again (Mix Cut) - Extended Mix,12,18,4
10069,Lin-Manuel Miranda,79,446634,What Comes Next?,178,2015-09-25,63,0.603,0.515,99343,0.302,0.0,0.199,-10.882,0.079,114.972,4,0.277,0,0,Lin-Manuel Miranda What Comes Next?,9,25,4
10070,Armin van Buuren,79,3891275,Belvedere (Mix Cut) - Original Mix,2,2015-12-18,4,4.14e-06,0.498,60013,0.881,0.93,0.191,-7.377,0.0442,127.988,4,0.757,0,0,Armin van Buuren Belvedere (Mix Cut) - Original Mix,12,18,4
10071,Shawn Mendes,89,33795693,Imagination,177,2015-04-14,73,0.0743,0.64,217773,0.455,0.0,0.0694,-5.942,0.0247,89.948,4,0.333,0,0,Shawn Mendes Imagination,4,14,1
10072,Armin van Buuren,79,3891275,Do Androids Dream Part 2 (Mix Cut) - Original Mix,2,2015-12-18,4,0.000389,0.545,74987,0.932,0.00333,0.725,-7.112,0.0437,128.03,4,0.601,0,0,Armin van Buuren Do Androids Dream Part 2 (Mix Cut) - Original Mix,12,18,4
10073,Action Bronson,66,646634,Baby Blue (feat. Chance the Rapper),113,2015-03-23,63,0.247,0.828,280160,0.487,1.86e-05,0.136,-6.142,0.0343,85.027,4,0.761,0,1,Action Bronson Baby Blue (feat. Chance the Rapper),3,23,0
10074,Armin van Buuren,79,3891275,Hands To Heaven (Mix Cut) - Club Mix,2,2015-12-18,4,0.00393,0.542,112507,0.935,0.0784,0.364,-7.63,0.0404,127.978,4,0.559,0,0,Armin van Buuren Hands To Heaven (Mix Cut) - Club Mix,12,18,4
10075,Toby Fox,74,509094,MEGALOVANIA,178,2015-09-15,68,0.000377,0.719,156000,0.632,0.855,0.0362,-9.849,0.0602,119.987,4,0.934,0,0,Toby Fox MEGALOVANIA,9,15,1
10076,Armin van Buuren,79,3891275,Atlantis (Mix Cut) - Original Mix,2,2015-12-18,3,3.82e-05,0.504,42973,0.997,0.96,0.376,-6.312,0.0555,134.043,4,0.844,0,0,Armin van Buuren Atlantis (Mix Cut) - Original Mix,12,18,4
10077,Drake,98,56206656,6 God,178,2015-02-12,63,0.0249,0.868,180667,0.623,0.0,0.125,-8.595,0.101,105.446,4,0.498,0,0,Drake 6 God,2,12,3
10078,Armin van Buuren,79,3891275,Daylight (Mix Cut) - Original Mix,2,2015-12-18,4,0.000443,0.495,87267,0.989,0.662,0.441,-5.029,0.0392,131.978,4,0.784,0,0,Armin van Buuren Daylight (Mix Cut) - Original Mix,12,18,4
10079,Future,91,10469569,Thought It Was a Drought,177,2015-07-17,62,0.00761,0.861,265213,0.448,0.000408,0.0902,-8.256,0.111,125.022,4,0.0487,0,0,Future Thought It Was a Drought,7,17,4
10080,Armin van Buuren,79,3891275,Rave After Rave (Mix Cut) - Original Mix,2,2015-12-18,3,0.00111,0.504,43000,0.952,0.85,0.295,-6.365,0.0342,133.914,4,0.827,0,0,Armin van Buuren Rave After Rave (Mix Cut) - Original Mix,12,18,4
10081,Caravan Palace,67,832560,Lone Digger,1,2015-10-16,59,0.596,0.769,229805,0.924,0.0156,0.114,-5.263,0.051,123.989,4,0.88,0,0,Caravan Palace Lone Digger,10,16,4
10082,Armin van Buuren,79,3891275,After Dark (Mix Cut) - Original Mix,2,2015-12-18,4,1.1e-05,0.499,88613,0.974,0.32,0.0812,-5.403,0.0435,129.979,4,0.854,0,0,Armin van Buuren After Dark (Mix Cut) - Original Mix,12,18,4
10083,Brantley Gilbert,72,2350226,Bottoms Up - Remix,2,2015-01-01,60,0.0153,0.559,221573,0.754,0.0,0.355,-5.509,0.0712,169.977,4,0.303,0,0,Brantley Gilbert Bottoms Up - Remix,1,1,3
10084,Armin van Buuren,79,3891275,Hold It Together (Mix Cut) - Original Mix,2,2015-12-18,3,0.00384,0.392,85960,0.807,1.6e-05,0.312,-6.048,0.151,131.74,4,0.496,0,0,Armin van Buuren Hold It Together (Mix Cut) - Original Mix,12,18,4
10085,Lord Huron,76,896103,Meet Me in the Woods,2,2015-04-07,60,0.392,0.543,262209,0.925,0.456,0.0668,-6.783,0.0448,80.499,1,0.594,0,0,Lord Huron Meet Me in the Woods,4,7,1
10086,Roy Orbison,70,1316740,"Rollin' On - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",178,2015-10-23,6,0.82,0.638,134933,0.336,8.74e-05,0.14,-10.034,0.0262,105.176,4,0.525,0,0,"Roy Orbison Rollin' On - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",10,23,4
10087,Lin-Manuel Miranda,79,446634,Stay Alive,178,2015-09-25,63,0.471,0.723,159103,0.415,0.0,0.0995,-10.394,0.395,159.65,4,0.581,0,0,Lin-Manuel Miranda Stay Alive,9,25,4
10088,Miles Davis,66,2143232,"Human Nature - Live at Nice Festival, France, July 1986; 2015 Remaster",132,2002-08-20,3,0.493,0.518,544187,0.445,0.147,0.356,-11.187,0.042,100.766,4,0.354,0,0,"Miles Davis Human Nature - Live at Nice Festival, France, July 1986; 2015 Remaster",8,20,1
10089,Yo-Yo Ma,71,468312,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",177,2015-09-18,66,0.986,0.169,174267,0.0161,0.86,0.0805,-31.034,0.0442,128.143,3,0.0573,0,0,"Yo-Yo Ma The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",9,18,4
10090,Roy Orbison,70,1316740,It Ain't No Big Thing (Just Say So Long) - Remastered 2015,178,2015-10-23,5,0.731,0.532,141253,0.465,7.03e-06,0.105,-9.026,0.0298,134.811,4,0.512,0,0,Roy Orbison It Ain't No Big Thing (Just Say So Long) - Remastered 2015,10,23,4
10092,Roy Orbison,70,1316740,"Good Time Party - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",178,2015-10-23,5,0.438,0.65,143200,0.525,0.00329,0.117,-10.089,0.03,112.855,4,0.931,0,0,"Roy Orbison Good Time Party - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",10,23,4
10094,Roy Orbison,70,1316740,"The Fastest Guitar Alive - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",178,2015-10-23,7,0.651,0.613,188133,0.557,0.000227,0.178,-9.268,0.0285,101.289,4,0.427,0,0,"Roy Orbison The Fastest Guitar Alive - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",10,23,4
10095,Lin-Manuel Miranda,79,446634,Say No to This,178,2015-09-25,63,0.464,0.754,242017,0.535,0.0,0.19,-8.156,0.305,81.035,4,0.395,0,0,Lin-Manuel Miranda Say No to This,9,25,4
10096,Miles Davis,66,2143232,"Human Nature - Live at Liebenauer Eishalle 11/1/1988 Graz, Austria; 2015 Remaster",132,2002-08-20,4,0.728,0.541,767827,0.395,0.0466,0.786,-12.557,0.0428,115.248,4,0.608,0,0,"Miles Davis Human Nature - Live at Liebenauer Eishalle 11/1/1988 Graz, Austria; 2015 Remaster",8,20,1
10097,Arsenal Efectivo,59,379371,Lolo Felix,178,2015-10-06,63,0.216,0.657,215032,0.667,0.000182,0.0739,-9.607,0.0545,119.607,1,0.929,0,0,Arsenal Efectivo Lolo Felix,10,6,1
10098,The Flaming Lips,62,641664,"Jets, Pt. 2 (My Two Days as an Ambulance Driver) - 2015 Remaster",133,2015-11-27,3,3.08e-06,0.422,230987,0.782,0.659,0.0819,-5.681,0.0291,97.496,4,0.939,0,0,"The Flaming Lips Jets, Pt. 2 (My Two Days as an Ambulance Driver) - 2015 Remaster",11,27,4
10099,Parker McCollum,72,151887,Meet You in the Middle,178,2015-02-24,59,0.0513,0.558,210760,0.662,0.0,0.153,-6.129,0.0261,97.962,4,0.434,0,0,Parker McCollum Meet You in the Middle,2,24,1
10100,Roy Orbison,70,1316740,I Can’t Help It (If I’m Still In Love With You) - Remastered 2015,178,2015-10-23,3,0.788,0.389,197427,0.423,4.99e-05,0.221,-6.437,0.0253,96.908,4,0.257,0,0,Roy Orbison I Can’t Help It (If I’m Still In Love With You) - Remastered 2015,10,23,4
10101,$uicideboy$,87,3465711,Harvest Moon,177,2015-01-14,62,0.491,0.641,136998,0.677,7.72e-05,0.185,-7.948,0.225,74.986,4,0.503,0,0,$uicideboy$ Harvest Moon,1,14,2
10104,Various Artists,0,1244844,"Peter and the Wolf, Op. 67: Main Theme & Coda (From ""Minions"")",177,2015-07-06,5,0.898,0.383,193351,0.0628,0.504,0.0627,-22.927,0.043,105.718,4,0.101,0,0,"Various Artists Peter and the Wolf, Op. 67: Main Theme & Coda (From ""Minions"")",7,6,0
10105,Hippo Campus,68,468632,Suicide Saturday,3,2015-02-24,59,0.0225,0.443,212885,0.719,0.0,0.227,-5.555,0.033,155.895,4,0.559,0,0,Hippo Campus Suicide Saturday,2,24,1
10106,Miles Davis,66,2143232,"Opening Medley ('Theme from Jack Johnson' / 'Speak' / That's What Happened') - Live at Nice Festival, France, July 1986; 2015 Remaster",132,2002-08-20,3,0.0413,0.319,911024,0.874,0.803,0.953,-9.327,0.0858,142.955,4,0.611,0,0,"Miles Davis Opening Medley ('Theme from Jack Johnson' / 'Speak' / That's What Happened') - Live at Nice Festival, France, July 1986; 2015 Remaster",8,20,1
10107,A$AP Rocky,86,9548849,Canal St. (feat. Bones),168,2015-05-26,64,0.308,0.696,227427,0.583,0.0,0.0964,-9.351,0.301,137.079,4,0.524,0,1,A$AP Rocky Canal St. (feat. Bones),5,26,1
10108,Various Artists,0,1244844,Bloom - Lane 8 Remix,178,2015-12-18,5,0.000141,0.688,324437,0.587,0.92,0.0421,-8.521,0.046,125.012,4,0.748,0,0,Various Artists Bloom - Lane 8 Remix,12,18,4
10109,Lin-Manuel Miranda,79,446634,Cabinet Battle #1,178,2015-09-25,63,0.0859,0.607,215227,0.658,0.0,0.489,-7.762,0.423,87.043,4,0.513,0,0,Lin-Manuel Miranda Cabinet Battle #1,9,25,4
10110,Zubin Mehta,62,21439,"Freiheits-Marsch, Op. 226",177,2015-01-09,7,0.834,0.575,173907,0.34,0.961,0.706,-16.83,0.0475,99.79,4,0.594,0,0,"Zubin Mehta Freiheits-Marsch, Op. 226",1,9,4
10111,Lin-Manuel Miranda,79,446634,Take a Break,178,2015-09-25,63,0.587,0.552,286486,0.371,0.0,0.18,-9.426,0.227,81.548,4,0.587,0,0,Lin-Manuel Miranda Take a Break,9,25,4
10112,Various Artists,0,1244844,Prayer in C - Robin Schulz Remix,2,2015-06-29,2,0.00258,0.783,324867,0.639,0.0214,0.0387,-6.279,0.0369,122.988,4,0.878,0,0,Various Artists Prayer in C - Robin Schulz Remix,6,29,0
10113,Young Thug,91,6367454,Best Friend,178,2015-11-20,62,0.0358,0.959,213000,0.598,0.0,0.358,-5.534,0.0713,127.029,4,0.408,0,0,Young Thug Best Friend,11,20,4
10114,Various Artists,0,1244844,Crash Reel - Peace Attack Rerub,178,2015-12-18,6,0.001,0.589,437063,0.847,0.308,0.108,-7.494,0.0323,120.027,4,0.0709,0,0,Various Artists Crash Reel - Peace Attack Rerub,12,18,4
10115,Nick Jonas,73,7476462,Jealous,177,2015-11-20,64,0.013,0.7,223107,0.701,0.0,0.461,-3.834,0.161,93.012,4,0.38,0,0,Nick Jonas Jealous,11,20,4
10117,Disturbed,78,4896508,The Vengeful One,114,2015-08-15,65,0.000213,0.238,252003,0.967,1.18e-06,0.26,-2.602,0.136,170.128,4,0.58,0,0,Disturbed The Vengeful One,8,15,5
10118,Texas Two Year College All State Choir,6,44,"To the Mothers in Brazil ""Salve regina"" (Arr. G. Eriksson) [Live]",178,2015-08-14,4,0.957,0.163,207053,0.336,0.000165,0.653,-20.431,0.179,59.965,4,0.113,0,0,"Texas Two Year College All State Choir To the Mothers in Brazil ""Salve regina"" (Arr. G. Eriksson) [Live]",8,14,4
10120,T-SQUARE,46,38218,Radio Star (Live Version),178,2016-01-20,7,0.043,0.665,259690,0.74,0.907,0.334,-11.591,0.0309,105.488,4,0.665,0,0,T-SQUARE Radio Star (Live Version),1,20,2
10121,BØRNS,74,1025526,Past Lives,178,2015-10-16,63,0.0664,0.743,274320,0.685,6.75e-05,0.0884,-6.863,0.0975,109.988,4,0.443,0,0,BØRNS Past Lives,10,16,4
10122,T-SQUARE,46,38218,Omens of Love (Live Version),178,2016-01-20,10,0.0642,0.425,243064,0.68,0.824,0.733,-11.931,0.0311,160.613,4,0.522,0,0,T-SQUARE Omens of Love (Live Version),1,20,2
10123,$uicideboy$,87,3465711,Low Key,177,2015-11-20,62,0.313,0.61,122331,0.573,2.49e-06,0.107,-4.153,0.37,84.732,3,0.209,0,0,$uicideboy$ Low Key,11,20,4
10124,T-SQUARE,46,38218,Unexpected Lover (Live Version),178,2016-01-20,6,0.0754,0.565,407370,0.624,0.672,0.778,-13.104,0.0249,101.896,4,0.658,0,0,T-SQUARE Unexpected Lover (Live Version),1,20,2
10125,Grimes,72,1429348,Kill V. Maim,177,2015-11-06,65,0.00744,0.578,246007,0.947,0.0816,0.105,-2.431,0.0359,134.033,4,0.456,0,0,Grimes Kill V. Maim,11,6,4
10126,Markos Vamvakaris,34,8401,Ta Matoklada Sou Laboun,177,2015-02-19,6,0.509,0.881,207933,0.454,0.169,0.114,-13.187,0.04,134.835,3,0.751,0,0,Markos Vamvakaris Ta Matoklada Sou Laboun,2,19,3
10127,Goose house,61,191893,光るなら,178,2015-02-25,69,0.391,0.491,252133,0.879,0.0,0.342,-2.722,0.0652,160.092,4,0.571,0,0,Goose house 光るなら,2,25,2
10128,T-SQUARE,46,38218,Eurostar (Live Version),178,2016-01-20,10,0.446,0.584,414520,0.688,0.869,0.764,-13.317,0.0275,127.011,4,0.712,0,0,T-SQUARE Eurostar (Live Version),1,20,2
10129,Elle King,71,439090,America's Sweetheart,178,2015-02-13,63,0.0208,0.528,245547,0.928,5.75e-06,0.376,-3.925,0.0666,128.01,4,0.4,0,0,Elle King America's Sweetheart,2,13,4
10130,T-SQUARE,46,38218,It's Magic (Live Version),178,2016-01-20,7,0.0489,0.592,313033,0.772,0.884,0.695,-11.631,0.0377,146.999,4,0.927,0,0,T-SQUARE It's Magic (Live Version),1,20,2
10131,Upchurch,76,1004417,Cheatham County,177,2015-05-12,59,0.0666,0.644,167973,0.763,0.0,0.372,-6.487,0.11,172.161,4,0.653,0,0,Upchurch Cheatham County,5,12,1
10132,T-SQUARE,46,38218,Twilight In Upper West (Live Version),178,2016-01-20,10,0.245,0.543,331053,0.241,0.415,0.736,-15.103,0.0328,126.58,4,0.0991,0,0,T-SQUARE Twilight In Upper West (Live Version),1,20,2
10133,A$AP Rocky,86,9548849,Excuse Me,168,2015-05-26,62,0.33,0.653,238053,0.71,0.0,0.143,-8.444,0.0555,122.04,4,0.41,0,0,A$AP Rocky Excuse Me,5,26,1
10134,Various Artists,0,1244844,Treetris,177,2014-12-28,4,0.00302,0.805,196320,0.65,0.804,0.0815,-11.335,0.0516,124.972,4,0.842,0,0,Various Artists Treetris,12,28,6
10135,Alina Baraz,72,894197,Fantasy,64,2015-05-19,60,0.353,0.68,218947,0.747,0.0,0.138,-6.056,0.091,113.933,4,0.331,0,0,Alina Baraz Fantasy,5,19,1
10136,T-SQUARE,46,38218,Morning Star (Live Version),178,2016-01-20,8,0.0204,0.501,541397,0.718,0.735,0.967,-11.331,0.0476,114.004,4,0.319,0,0,T-SQUARE Morning Star (Live Version),1,20,2
10137,Lin-Manuel Miranda,79,446634,"Who Lives, Who Dies, Who Tells Your Story",178,2015-09-25,63,0.777,0.353,217229,0.326,0.0,0.0904,-9.687,0.0901,75.5,4,0.156,0,0,"Lin-Manuel Miranda Who Lives, Who Dies, Who Tells Your Story",9,25,4
10138,T-SQUARE,46,38218,Big City (Live Version),178,2016-01-20,7,0.0115,0.534,416008,0.831,0.712,0.823,-11.679,0.0409,117.074,4,0.767,0,0,T-SQUARE Big City (Live Version),1,20,2
10139,Twenty One Pilots,87,20787165,We Don't Believe What's on TV,164,2015-05-15,65,0.23,0.547,177200,0.936,3.04e-06,0.172,-4.023,0.102,120.003,4,0.642,0,0,Twenty One Pilots We Don't Believe What's on TV,5,15,4
10140,Armin van Buuren,79,3891275,Embargo - Radio Edit,1,2015-12-18,2,0.000105,0.487,251719,0.909,0.968,0.097,-6.74,0.0439,128.001,4,0.136,0,0,Armin van Buuren Embargo - Radio Edit,12,18,4
10141,Lin-Manuel Miranda,79,446634,One Last Time,178,2015-09-25,62,0.631,0.449,296388,0.42,0.0,0.0805,-9.624,0.356,176.989,4,0.41,0,0,Lin-Manuel Miranda One Last Time,9,25,4
10142,Armin van Buuren,79,3891275,For The First Time,2,2015-12-18,2,0.0305,0.526,180049,0.951,0.000185,0.244,-3.848,0.0427,131.918,4,0.372,0,0,Armin van Buuren For The First Time,12,18,4
10143,Young Thug,91,6367454,Check,178,2015-04-16,63,0.0428,0.667,230693,0.581,0.0,0.183,-5.164,0.323,110.953,4,0.368,0,0,Young Thug Check,4,16,3
10144,Armin van Buuren,79,3891275,Embrace,1,2015-12-18,1,0.0739,0.448,456693,0.798,0.115,0.0512,-7.1,0.112,133.981,4,0.0706,0,0,Armin van Buuren Embrace,12,18,4
10145,White Noise Baby Sleep,76,20754,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",178,2015-03-27,68,0.982,0.179,595106,0.00189,0.279,0.111,-25.2,0.327,81.71,4,1e-05,0,0,"White Noise Baby Sleep White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",3,27,4
10146,Armin van Buuren,79,3891275,Ashes,2,2015-12-18,2,0.0191,0.484,232682,0.925,0.000211,0.103,-3.31,0.0591,129.989,4,0.0723,0,0,Armin van Buuren Ashes,12,18,4
10148,Armin van Buuren,79,3891275,The One,1,2015-12-18,1,0.169,0.614,148738,0.922,0.00664,0.197,-3.257,0.23,126.025,4,0.615,0,0,Armin van Buuren The One,12,18,4
10149,Lin-Manuel Miranda,79,446634,Meet Me Inside,178,2015-09-25,62,0.378,0.732,83632,0.643,0.0,0.363,-8.318,0.474,88.543,4,0.644,0,0,Lin-Manuel Miranda Meet Me Inside,9,25,4
10150,Armin van Buuren,79,3891275,Daylight,2,2015-12-18,1,0.00472,0.555,165000,0.934,9.99e-06,0.202,-3.699,0.115,127.973,4,0.483,0,0,Armin van Buuren Daylight,12,18,4
10151,Yelawolf,72,1799355,Till It's Gone,177,2015-04-21,65,0.466,0.523,275547,0.714,0.00359,0.113,-7.552,0.0683,128.968,4,0.359,0,0,Yelawolf Till It's Gone,4,21,1
10152,Armin van Buuren,79,3891275,43 - Radio Edit,2,2015-12-18,2,0.00833,0.66,238125,0.822,0.0579,0.167,-6.263,0.0832,128.022,4,0.226,0,0,Armin van Buuren 43 - Radio Edit,12,18,4
10153,Alessia Cara,80,9156649,River Of Tears,3,2015-11-13,60,0.928,0.388,254507,0.372,0.0,0.146,-5.72,0.0468,89.701,4,0.285,0,0,Alessia Cara River Of Tears,11,13,4
10154,Armin van Buuren,79,3891275,Going Home - Gareth Emery Radio Edit,2,2015-12-18,2,0.0225,0.516,188904,0.888,0.0135,0.335,-5.746,0.0493,131.987,4,0.0509,0,0,Armin van Buuren Going Home - Gareth Emery Radio Edit,12,18,4
10155,Morgan Wallen,87,2122158,Sleep When We're Dead,167,2015-08-24,59,0.0165,0.564,261642,0.822,2.71e-06,0.377,-3.685,0.0329,149.988,4,0.695,0,0,Morgan Wallen Sleep When We're Dead,8,24,0
10156,Various Artists,0,1244844,Unreal - Lefti Remix - Mix Cut,177,2015-12-28,3,0.0013,0.847,238053,0.892,6.15e-05,0.0726,-4.267,0.445,120.951,4,0.528,0,0,Various Artists Unreal - Lefti Remix - Mix Cut,12,28,0
10157,Hayley Kiyoko,68,1462394,Girls Like Girls,178,2015-02-03,65,0.0109,0.611,229656,0.701,9.83e-06,0.0994,-5.235,0.0248,142.027,4,0.604,0,0,Hayley Kiyoko Girls Like Girls,2,3,1
10158,Armin van Buuren,79,3891275,Hands To Heaven,1,2015-12-18,2,0.00672,0.436,250781,0.877,0.22,0.093,-5.958,0.0387,128.033,4,0.198,0,0,Armin van Buuren Hands To Heaven,12,18,4
10159,Travis Scott,94,17644313,Nightcrawler (feat. Swae Lee & Chief Keef),178,2015-09-04,64,0.00134,0.522,321560,0.728,0.0,0.132,-3.801,0.0323,124.045,4,0.18,0,1,Travis Scott Nightcrawler (feat. Swae Lee & Chief Keef),9,4,4
10160,Armin van Buuren,79,3891275,Aika - Rafaël Frost Remix,2,2015-12-18,2,0.00278,0.557,233890,0.857,0.599,0.337,-4.177,0.0392,129.991,4,0.0752,0,0,Armin van Buuren Aika - Rafaël Frost Remix,12,18,4
10161,Bryson Tiller,81,5007442,Sorry Not Sorry,178,2015-10-02,61,0.0477,0.681,200760,0.608,0.0,0.225,-6.093,0.207,97.934,4,0.262,0,0,Bryson Tiller Sorry Not Sorry,10,2,4
10162,Armin van Buuren,79,3891275,Reflex - Radio Edit,2,2015-12-18,2,0.000327,0.437,170000,0.95,0.95,0.298,-5.818,0.0421,127.993,4,0.346,0,0,Armin van Buuren Reflex - Radio Edit,12,18,4
10163,Thomas Rhett,80,3871043,Vacation,3,2015-01-01,59,0.0054,0.638,223253,0.827,0.000288,0.0948,-5.793,0.0389,137.077,4,0.96,0,0,Thomas Rhett Vacation,1,1,3
10164,Armin van Buuren,79,3891275,Yai (Here We Go Again) - Radio Edit,2,2015-12-18,1,0.0585,0.554,196913,0.76,0.014,0.102,-3.913,0.0563,127.997,4,0.343,0,0,Armin van Buuren Yai (Here We Go Again) - Radio Edit,12,18,4
10165,Brett Eldredge,67,1296216,Wanna Be That Song,178,2015-09-11,60,0.114,0.518,236227,0.686,0.0,0.114,-4.911,0.0313,144.065,4,0.334,0,0,Brett Eldredge Wanna Be That Song,9,11,4
10166,Armin van Buuren,79,3891275,Step Into The Light,2,2015-12-18,2,0.000714,0.645,216000,0.78,0.0452,0.1,-5.36,0.0329,129.962,4,0.192,0,0,Armin van Buuren Step Into The Light,12,18,4
10167,Travis Scott,94,17644313,Oh My Dis Side (feat. Quavo),178,2015-09-04,63,0.352,0.459,351253,0.623,0.0,0.131,-4.45,0.0489,126.018,4,0.205,0,1,Travis Scott Oh My Dis Side (feat. Quavo),9,4,4
10168,Various Artists,0,1244844,Pure Gold - Jerome Isma-Ae Remix,178,2015-12-18,5,0.000289,0.617,352500,0.959,0.464,0.0765,-5.882,0.0619,127.994,4,0.194,0,0,Various Artists Pure Gold - Jerome Isma-Ae Remix,12,18,4
10169,Nelly,81,1838981,The Fix (feat. Jeremih),168,2015-08-14,63,0.0485,0.812,173045,0.479,0.0,0.102,-6.47,0.0429,95.505,4,0.0873,0,1,Nelly The Fix (feat. Jeremih),8,14,4
10170,Various Artists,0,1244844,Wildest Dreams,178,2015-12-11,3,0.12,0.599,219957,0.718,0.0,0.104,-10.017,0.0746,139.913,4,0.541,0,0,Various Artists Wildest Dreams,12,11,4
10171,Twenty One Pilots,87,20787165,Message Man,164,2015-05-15,65,0.0897,0.715,240080,0.838,0.0,0.15,-6.077,0.118,120.007,4,0.497,0,0,Twenty One Pilots Message Man,5,15,4
10172,Various Artists,0,1244844,Paralyzed (Live),178,2017-07-07,8,0.000681,0.316,241108,0.884,0.176,0.58,-7.676,0.0491,99.956,4,0.401,0,0,Various Artists Paralyzed (Live),7,7,4
10173,Breaking Benjamin,76,3594000,Failure,169,2015-06-23,61,2.99e-05,0.462,214853,0.89,0.00909,0.0685,-4.853,0.0382,155.008,4,0.383,0,0,Breaking Benjamin Failure,6,23,1
10174,Various Artists,0,1244844,Time of Our Lives,178,2015-12-11,4,0.0518,0.699,230000,0.605,0.0,0.119,-9.079,0.0549,123.917,4,0.504,0,0,Various Artists Time of Our Lives,12,11,4
10175,The Internet,65,994819,Girl (feat. KAYTRANADA),178,2015-06-26,64,0.536,0.568,415613,0.42,0.124,0.101,-11.169,0.276,79.89,4,0.453,0,1,The Internet Girl (feat. KAYTRANADA),6,26,4
10176,T-SQUARE,46,38218,Control (Live Version),178,2016-01-20,8,0.0583,0.581,395510,0.78,0.0449,0.631,-9.502,0.045,112.242,4,0.918,0,0,T-SQUARE Control (Live Version),1,20,2
10177,Bring Me The Horizon,81,3900006,Happy Song,178,2015-09-11,66,4.02e-05,0.295,239387,0.924,0.00462,0.377,-3.407,0.0678,171.941,4,0.219,0,0,Bring Me The Horizon Happy Song,9,11,4
10178,T-SQUARE,46,38218,明日への扉 (Live Version),178,2016-01-20,6,0.132,0.602,369100,0.872,0.866,0.649,-10.805,0.0406,118.579,3,0.611,0,0,T-SQUARE 明日への扉 (Live Version),1,20,2
